>>L<<English	,>>L<<Chinese
life instinct	,生存本能
life jacket	,救生衣
life line	,生命线
life position	,生命地位
life record	,生活史
life rehearsal	,生活演练
life sciences	,生命科学
life skill counseling	,生活技能咨询
life space	,生活空间
life space continuity	,生活空间连续性
life space interview	,生活场面面谈
life span	,寿命
life stress	,生活应激
life style disease	,生活方式疾病
life table	,生命表
lifetime education	,生涯教育
lifetime employment system	,终身雇用制
lifetime personality	,终身性格
lifespan development	,毕生发展
lifespan developmental psychology	,生涯发展心理学
lifespan perspective	,毕生发展观
lifesupport system	,生命维持系统
lifethreatening	,危害生命
lifeworld	,生活世界
light	,光
light activated	,光敏感的
light adaptation	,光适应
light comparison technique	,光比较法
light compass movement	,光罗盘运动
light constancy	,光恒常性
light difference	,光差
light distribution of illuminator	,照明器光线分布
light dread	,恐光症
light exposure	,曝光
light filter	,滤光器
light halo	,光晕
light induction	,光诱导
light intensity	,光强度
light minimum	,最低度光觉
light pen	,光笔
light proof	,不透光的
light reaction	,光反应
light reflex	,光反射
light sensation	,光觉
light sense	,光觉
light sensitive	,感光的
light sensitive	,光敏的
light sensitivity	,感光性
light sensitivity	,光敏度
light signal display	,信号灯显示
light source	,光源
light vision	,明视觉
lighting	,照明
lighting effectiveness factor	,照明有效系数
lightmeter	,光度计
lightness	,光度
lightness contrast	,明度对比
lightdark adaptation	,明暗适应
lightdark ratio	,明暗比
lightinduction	,光诱导
likable	,可爱的
likableness	,可爱
like	,爱好
like	,相似
likelihood	,似然性
likelihood analysis	,似然分析
likelihood ratio	,似然比
likelihood ratio criterion	,似然性比率评准
likeness	,类似
Likert Management System	,利开特管理系统
Likert method	,利开特法
Likert procedure	,利开特程序
Likert Scale	,利开特式量表
Likert scaling	,利氏量表法
Likert technique	,利开特法
LikertType Attitude Scale	,利式态度量表
likedislike	,爱好厌恶
likeindifferentdislike	,喜欢无所谓厌恶
liking	,爱好
Lilliputian hallucination	,渺小幻觉
limbic lobe	,边缘叶
limbic system	,边缘系统
limbus	,缘
limbus boundary method	,角膜缘部测定法
limbus of corneae	,角膜缘
limbkinetic apraxia	,肢体运动性运用不能
limen	,阈限
limen of twoness	,两点阈
limes	,限量
limes reacting dose	,反应限量
liminal	,阈限的
liminal stimulus	,阈限刺激
limit	,极限
limit	,限度
limit analysis	,极限分析
limit checks	,极限检验
limit distribution	,极限分布
limit method	,极限法
limit of error	,误差界限
limit of interval	,区间限
limit of perception	,感觉限度
limit of the error of sampling	,抽样误差限
limit point	,极限点
limit process	,极限法
limit sample	,极限样本
limit superior	,上极限
limit value	,极限值
limitation	,限制
limited capacity	,有限容量
limited information	,有限资料
limited prediction	,有限推测
limiting	,极限
limiting character	,极限特性
limiting chisquare distribution	,极限X2分布
limiting distribution	,极限分布
limiting form	,极限形式
limiting point	,极限点
limiting surface	,界面
limiting value	,极限值
limits	,极限
limits of trustworthiness	,可靠性限度
limosis	,善饥症
limotherapy	,饥饿疗法
LincolnOseretsky Motor Development Scale	,林奥二氏肌动发展量表
line	,线
line chart	,线形图
line diagram	,线形图
line graph	,线图
line in education	,教育路线
line length coding	,线长编码
line of business	,行业
line of direction	,方向线
line of regard	,注视线
line organization	,直系组织
line plotting	,画线
line production	,流水作业
line relationship	,直线关系
line segment	,线段
lineage	,世系
linear	,线性
linear additive model	,线性递加模式
linear analysis	,线性分析
linear approximation	,线性近似
linear causal model	,线性因果模型
linear correlation	,线性相关
linear discrimination function	,线性辨别函数
linear equating	,直线等化
linear equation	,线性方程
linear function	,线性函数
linear inference	,线性推演
linear interpolation	,线性内推法
linear maze	,直线迷津
linear model	,线性模式
linear operator model	,线性演算器模式
linear order	,直线序列
linear order of genes	,基因直线排列
linear perspective	,直线透视
linear program	,直线式程序
linear regression	,线性回归
linear regression analysis	,线性回归分析 性归分析
linear regression equation	,直线回归方程式
linear regression in Z ×C table	,线性回归 Z×C 表
linear regression method	,线性回归法
linear relation	,线性关系
linear relationship	,线性关系
linear syllogism	,线性三段论
linear transformation	,直线转换
linear trend	,直线趋向
linear type	,直线型
linearity	,直线性
linearity condition	,线性条件
linearity error	,线性误差
linearly independent vector	,线性独立向量
lingual nerve	,舌咽神经
linguistic ability	,语言能力
linguistic analysis	,语言分析
linguistic approach	,语言教读法
linguistic behavior	,语言行为
linguistic capacity	,语言能力
linguistic code	,语言编码
linguistic competence	,语言能力
linguistic context	,语言的前后关系
linguistic expression	,语言表达式
linguistic form	,语言形式
linguistic information	,语言信息
linguistic kinesic method	,语言运动法
linguistic organization	,语言结构
linguistic performance	,语言行为
linguistic psychology	,语言心理学
linguistic relativism	,语言相对论
linguistic relativity	,语言相关性
linguistic relativity hypothesis	,语言相对假说
linguistic relativity principle	,语言相对原则
linguistic skill	,语言技能
linguistic structure	,语言结构
linguistic symbol	,语言符号
linguistic unit	,语言单元
linguistic universal	,语言共通性
linguistics	,语言学
link	,环
link	,联结
link analysis	,链分析
link trainer	,环状训练舱
link up	,连接
linkage	,联系
linked character	,关联特征
linking rule	,连接规则
linophobia	,绳索恐怖症
lip erotism	,唇欲
lip key	,唇键
lip language	,唇话
liparodyspnea	,肥胖性呼吸困难
lipase	,酯酶
lipid	,脂类
lipomatosis	,脂肪过多症
lipophrenia	,失神
lipostatic theory	,恒脂论
lipothymia	,昏厥
Lipps figure	,利普斯图形
lipreading	,读唇法
lips	,唇
lipreading	,唇读
liquid	,液体
liquid conservation	,液体守恒
liquid crystal	,液晶
liquid crystal display	,液晶显示
liquidation of memory	,记忆同化
liquidity	,流动性
lisp	,口齿不清
Lissauers paralysis	,卒中型麻痹性痴呆
list	,清单
listen	,听
listening	,听力
listening comprehension	,听懂
listening gear	,听音器
listening with the third ear	,第三只耳朵
listing technique	,列举法
Listings law	,利斯廷定律
literacy	,识字
literacy test	,识字测验
literal	,文字的
literal alexia	,字性失读
literal notation	,文字记号
literal paraphasia	,字性错语
literal perception	,精密知觉
literary and artistic appreciation	,文艺欣赏
literary and artistic creation	,文艺创作
literary language	,文学语言
literary psychology	,文艺心理学
literaryartistic imagination	,文艺想象
literature	,文献
literature	,文学
literature review	,文献评论
lithium	,锂盐
lithium carbonate	,碳酸锂盐
lithium therapy	,锂疗
litigation psychology	,诉讼心理学
litigious delusion	,诉讼妄想
Littles disease	,痉挛性两侧瘫
Littles disease	,李特耳氏病
lived experience	,生活体验
livelihood	,生活
lively type	,活泼型
Livieratos sign	,利韦拉托症
living clock	,生物钟
living condition	,生活条件
living environment	,生活环境
living form	,生活型
living goods	,生活用品
living level	,生活水平
living space	,生活空间
living standard	,生活标准
living substance	,生活物质
Lloyd Morgans canon	,摩根法则
LMX theory	,领导者成员交换理论
lness	,性善恶混论
load	,负荷
load stress	,负荷应激
loading	,负荷量
loading routine	,输入程序
lobes of cerebrum	,大脑叶
lobotomized personality	,额叶切除人格
lobotomy	,额叶切除术
Lobsteins disease ganglion	,洛布斯坦神经节
lobus centralis	,小脑中叶
lobus occipitalis	,枕叶
lobus olfactorius	,嗅叶
lobus opticus	,视叶
lobus parietalis	,顶叶
local	,局部
local anaphylaxis	,局部过敏
local circuit	,局部路
local control	,局部控制
local convergence	,局部收敛
local disturbance	,局部障碍
local effect	,局部效应
local epilepsy	,局部性癫痫
local excitatory	,局部兴奋态
local fatigue	,局部疲劳
local habitats	,本土生境
local independence	,局地独立
local lighting	,局部照明
local maximum	,局部极大
local minimum	,局部极小
local norm	,地区常模
local optimum	,局部最优
local pattern	,局部模式
local phenomenon	,局部现象
local population	,地域人口
local reaction	,局部反应
local reflex	,局部反射
local response	,局部反应
local restriction	,局部制约
local sign	,部位记号
local stability	,局部稳定性
local terminal	,本机终端
local vibration	,局部振动
locality of animal behavior	,动物地域性行为
localization	,定位
localization of function	,机能定位
localization of function in cortex	,大脑机能定位
localization of genes	,基因定位
localization of psychological function	,心理机能定位
localization theory	,机能定位论
localized amnesia	,局部失忆症
localized disturbance	,局部失调
localized general lighting	,分区一般照明
localized learning	,局部性学习
localized transduction	,局部性传导
location	,位置
location chart	,位置图表
location constancy	,位置常性
location of controls	,控制器位置
location of displays	,显示器位置
locational space	,位置空间
lockandkey theory	,锁与匙论
locomotion	,位置移动
locomotor	,运动器官的
locomotor ataxia	,运动共济失调
locomotorgenital stage	,运动性欲期
locus	,地点
locus	,轨迹
locus of control	,控制点
log	,对数
log normal distribution	,对数常态分布
logagnosia	,失语症
logagraphia	,失写症
logamnesia	,记言不能
logaphasia	,表达性失语症
logaphasia	,运动性言语不能
logarithmic characteristic	,对数特性
logarithmic computation	,对数计算
logarithmic coordinates	,对数坐标
logarithmic mean	,对数平均数
logarithmic property	,对数性质
logarithmic table	,对数表
logasthenia	,言语理解困难
logic	,逻辑
logic behavior	,逻辑行为
logic decision making	,逻辑决策
logic equation	,逻辑方程
logic judgment	,逻辑判断
logic learning	,推理式学习
logic memory	,逻辑记忆
logic model	,逻辑模式
logic network	,逻辑网络
logic of faith	,信念逻辑
logic of language	,语言逻辑
logic of modality	,模态逻辑
logic of natural language	,自然语言逻辑
logic of proposition	,命题逻辑
logic of question	,问句逻辑
logic of relation	,关系逻辑
logic of science	,科学逻辑
